"region","year","unit","M_MAIZE","M_RICE","M_SOY","M_WHEAT"
"ARG","2100","%",0.00634723069420118,0.0022590712893471,0.0317092919065031,0.0139441277774178
"AUS","2100","%",0.00619289097337161,0,0.0404774253770649,0.00204131950810948
"AUT","2100","%",0.037027340864778,0,0.136089953286575,0.0423328383559667
"BGR","2100","%",0.0406868195816233,0.0164941680423552,0.145314169089512,0.0410490636682374
"BLX","2100","%",0.0411515454322137,0,0,0.0516831917191939
"BRA","2100","%",0.0120392833366826,0.00889668914943864,0.0786157511021507,0.031843311907559
"CAN","2100","%",0.0522143231406934,0.0579231404628164,0.213975765046419,0.0246642418947072
"CHE","2100","%",0.0503319905803289,0.0338746828379056,0.193597511544424,0.061535977514889
"CHL","2100","%",0.0159370392907685,0.00208714875705751,0.0937091262728006,0.00783149103286185
"CHN","2100","%",0.0327158605296646,0,0.129386624700369,0.03726039511353
"COR","2100","%",0.0355549992132094,0.0123943042069939,0.131070195478006,0.0432054185304102
"EAF","2100","%",0.0319092306240938,0.00889777838154082,0.242916578604614,0.0909642526280133
"EGY","2100","%",0.12236297689427,0.0386064107986629,0.272632493624863,0.0808308255493269
"ESP","2100","%",0.0717479658433203,0.0294500330439994,0.235960518064852,0.068565320860024
"FIN","2100","%",0,0,0,0.0143880591203515
"FRA","2100","%",0.0463157026329849,0.0222704109789236,0.158094464414646,0.0529616664813387
"GBR","2100","%",0,0,0,0.0480764914692744
"GOLF","2100","%",0.097627914956816,0.038668189453923,0.269602475165823,0.0809969747798496
"GRC","2100","%",0.0750313194258438,0.0363678557372527,0.234687384463254,0.0610262570285272
"HUN","2100","%",0.030322443577867,0.0114476124471312,0.119280483710663,0.0310806222159566
"IDN","2100","%",0.0167103008545004,0.00577286160348167,0,0
"ITA","2100","%",0.092777404183026,0.0347842002773936,0.260692166939513,0.0854566694252225
"JPN","2100","%",0.0510683931748501,0.0187563892530306,0.194165538894263,0.0568969049823881
"KAZ","2100","%",0.0204640570388931,0.00685052214111492,0.135228953922394,0.0267729448705971
"MEME","2100","%",0.0866874804256017,0,0.25633248209185,0.0639650361634636
"MEX","2100","%",0.0327682973447617,0.022181895668154,0.174843620608555,0.10711569096771
"MON","2100","%",0.0452697137718618,0.00993305737382544,0.168742191466032,0.0533723131539343
"MYS","2100","%",0.0346926246267277,0,0,0
"NDE","2100","%",0.0922717077649438,0,0.289086071246566,0.149969550212598
"NOA","2100","%",0.0665308562901682,0.0237366727008563,0.292096970266617,0.0625118258277897
"NOR","2100","%",0,0,0,0.0287290154480725
"NZL","2100","%",0.0194920071424035,0,0.0916831399713007,0.0102055205817393
"PAC","2100","%",0.0101589011141449,0.00250901389537161,0,0
"PHL","2100","%",0.0161265429981625,0,0,0
"POL","2100","%",0.0260983860286931,0,0,0.032021849457224
"RCAM","2100","%",0.0177651364420572,0.00810290847781037,0.0698043048001562,0.0385562144743835
"RCEU","2100","%",0.0325038087562947,0.0167642946934928,0.132105492012909,0.0392287122228611
"RCZ","2100","%",0.0289313150379782,0.00932003059657871,0.11875781999526,0.0353533620246009
"RFA","2100","%",0.0374692176818937,0,0.171269003507406,0.0469545746373081
"RIS","2100","%",0.0463882821136047,0.0188474284316463,0.196889297307866,0.0638032726408878
"ROM","2100","%",0.0336994180170054,0.0131621405371414,0.127660563475315,0.0321487478873758
"RSA","2100","%",0.0243216442075597,0.00216151138979348,0.105594440385934,0.0485982758973974
"RSAM","2100","%",0.0170671124103504,0,0.0560610693084104,0.0263788214856792
"RSAS","2100","%",0.125260804174057,0.00773342684601164,0.315245631398642,0.132359780533218
"RSEA","2100","%",0.0155568027303014,0,0.0954494593499848,0.0809752648520512
"RUE","2100","%",0.00888601496576102,0.00382396315889422,0.0554992468871222,0.00345090212828236
"RUS","2100","%",0.0278560376444703,0.0187459841755215,0.162298048018073,0.012270197915369
"SAF","2100","%",0.0993429237027869,0.0084347442608107,0.272707567385933,0.116685460797284
"SWE","2100","%",0,0,0,0.0380024841169753
"THA","2100","%",0.0268737044194132,0,0.114879016288808,0.0743265546534414
"TUR","2100","%",0.081138505495827,0.0299084943470652,0.250484431608912,0.0749573384430359
"TWN","2100","%",0.0949625715578134,0.0357772033624926,0.249654466270191,0.0965613117418846
"UKR","2100","%",0.0292155970819973,0.0185026234240162,0.122704547461573,0.0267776726946695
"USA","2100","%",0.0523495270094796,0.0294345005245201,0.178267233525385,0.0620502365238319
"VNM","2100","%",0.0247513202734891,0,0.144428118365854,0.0569487365833173
"WAF","2100","%",0.0293433583839733,0.0183403889321309,0,0.0370110789411432
